Name,Firm,ID,Missing URL,Missing Value Prop,Missing Notable,LinkedIn,Bio,Sectors,Stage
"AZ-CICC Healthcare Investment Fund","AZ-CICC Healthcare Investment Fund",70b7a7c9-dbce-49e9-b40d-366ec98002bc,YES,NO,YES,"","AZ-CICC Healthcare Investment Fund is a venture capital firm focused on HealthTech investing at Seed and Series A stage.","HealthTech","Seed; Series A"
"B Capital Group","B Capital Group",47261d42-2513-45c0-b6dd-7fe3cfb7058c,YES,YES,YES,"https://linkedin.com/in/b-capital-group","","AgTech; AI; Cars/Autonomous vehicles; Enterprise; Robotics","Series A; Series B"
"backed group","backed group",ed4f01d8-7981-4e2b-b5fc-2c75e107db6f,YES,NO,YES,"https://linkedin.com/in/backed-group","backed group is a angel investor focused on SaaS, AI/ML investing at Seed and Series A stage.","SaaS; AI/ML","Seed; Series A"
"backed group","backed group",699b307c-0677-470e-a3ba-b2f81083caf0,YES,YES,YES,"https://linkedin.com/in/backed-group","","SaaS; AI/ML","Seed; Series A"
"backed Prometheus Group","backed Prometheus Group",85ad8007-382e-46bf-96df-2f0ffdbb54d4,YES,YES,NO,"https://linkedin.com/in/backed-prometheus-group","","AI; SaaS; Cloud Computing","Seed; Series A"
"backed Prometheus Group","backed Prometheus Group",9e6ca201-6eb3-4957-8bb7-76c2431102e9,YES,YES,NO,"https://linkedin.com/in/backed-prometheus-group","","AI; SaaS; Robotics","Seed; Series A"
"Backing outlier (Haystack)","Backing outlier (Haystack)",c662894c-1256-4c89-b4af-bd2aadd29d22,YES,NO,YES,"https://linkedin.com/in/backing-outlier","Backing outlier is an investor at Haystack focused on SaaS, AI/ML investing at Seed and Series A stage.","SaaS; AI/ML","Seed; Series A"
"Bain Capital","Bain Capital",c8b9affb-4dee-4468-b806-ffba3b9f9259,YES,NO,YES,"https://linkedin.com/in/bain-capital","PE firm investing in specialty pharmacy, pharmaceuticals, and industrial sectors","SaaS; AI/ML","Seed; Series A"
"Bain Capital Ventures","Bain Capital Ventures",66e04a07-373b-4e2d-b024-879b784f6125,YES,YES,YES,"https://linkedin.com/in/bain-capital-ventures","BCV is a partnership offering hands-on results across talent, marketing, and customer development.","SaaS; infrastructure software; security; fintech; proptech","Seed; Series A"
"Balaji Srinivasan","Independent",c58dc34c-7f14-4391-8fa7-5f01f8c7a5b9,YES,NO,YES,"https://linkedin.com/in/balajis","Former Coinbase CTO, a16z GP. Founded Earn.com (sold to Coinbase). Author ""The Network State"".","crypto; web3; biotech; longevity","seed; series_a"
"Barath Shankar Subramanian (Accel)","Accel",3aa0a62f-76ae-4851-9efb-5496357e3030,YES,YES,NO,"https://linkedin.com/in/barath-shankar-subramanian","Based in Bangalore, Early Stage specialty, focuses on AI, Consumer, Enterprise","SaaS; Consumer; Fintech","Seed; Series A; Series B"
"BarrowsInfrastructureCloudZero Paul Ferri (Matrixpartners)","BarrowsInfrastructureCloudZero Paul Ferri (Matrixpartners)",1fb83d12-abef-4eba-91dd-ba34f92a4a12,YES,YES,YES,"https://linkedin.com/in/barrowsinfrastructurecloudzero-paul-ferri","","SaaS; AI/ML","Seed; Series A"
"Barry Eggers","Barry Eggers",1ac3a352-de9e-4304-85a8-736ed38cc6cb,YES,YES,YES,"https://linkedin.com/in/barry-eggers","Co-Founder at Lightspeed","SaaS; AI/ML","Seed; Series A"
"Barry Eggers (Lightspeed)","Lightspeed Venture Partners",3a9d7eee-cde4-4e00-a251-4da81dc180f6,YES,YES,NO,"https://linkedin.com/in/barry-eggers","Co-Founder at Lightspeed, focuses on AI, US","Enterprise; Consumer; Fintech; SaaS","Seed; Series A; Series B"
"based venture capital","based venture capital",d08da516-f613-4b60-b190-40f47180ed24,YES,YES,NO,"https://linkedin.com/in/based-venture-capital","","AI; SaaS; Healthcare","Seed; Series A"
"based venture capital","based venture capital",5ef6ecdf-b3a2-4742-85ce-1fe2d9546922,YES,NO,NO,"https://linkedin.com/in/based-venture-capital","Based Venture Capital is a vc firm focused on AI, SaaS, Healthcare investing at Seed and Series A stage.","AI; SaaS; Healthcare","Seed; Series A"
"Basque private equity","Basque private equity",f73aa9d7-a3ff-424c-b8af-d80e68433864,YES,NO,NO,"https://linkedin.com/in/basque-private-equity","Basque private equity is a angel investor focused on AI, SaaS, HealthTech investing at Seed and Series A stage.","AI; SaaS; HealthTech","Seed; Series A"
"Bastian Hasslinger","Bastian Hasslinger",f1bafbc0-9717-4633-84a6-acd30ad8c2ff,YES,YES,YES,"https://linkedin.com/in/bastian-hasslinger","Partner at Index Ventures, covers investment insights and portfolio updates","SaaS; Fintech; Consumer","Seed; Series A; Series B"
"Bastian Hasslinger (Index Ventures)","Index Ventures",f55ffe73-e6d3-4236-a794-fc1142a1d4bc,YES,YES,NO,"https://linkedin.com/in/bastian-hasslinger","Bastian Hasslinger is a partner at Index Ventures. Backs exceptional entrepreneurs across US and Europe","SaaS; Fintech; Consumer","Seed; Series A; Series B"
"Bayes Ventures","Bayes Ventures",83ef3b6e-522b-495b-8a3a-1428f9dfeab0,YES,NO,YES,"https://linkedin.com/in/bayes-ventures","Bayes Ventures is a vc firm focused on Healthcare, Generalist, FinTech investing at Pre-seed and Seed stage.","Healthcare; Generalist; FinTech; SaaS; Enterprise","Pre-seed; Seed; Angel"
"BBG Ventures","BBG Ventures",10f55623-c50d-4ce5-8982-657f1b254ac8,YES,YES,NO,"https://linkedin.com/in/bbg-ventures","","AI; SaaS; Healthtech","Seed; Series A"
"be in the (A16z)","be in the (A16z)",b58ebe99-ccfd-4f98-a1e4-457cca7d9ff8,YES,YES,YES,"","Team member at A16z. Discovered from: https://a16z.com/about/","AI/ML; Crypto; SaaS",""
"Bean Choi","Bean Choi",0b9b7c63-8bf5-44a8-9a68-7a28ad93a188,YES,YES,YES,"https://linkedin.com/in/bean-choi","Partner at Hustle Fund","SaaS; AI/ML","Seed; Series A"
"Bean Huynh","Bean Huynh",625c1c6a-b215-410b-b9d3-80cd300ea87f,YES,YES,YES,"https://linkedin.com/in/bean-huynh","Partner at Hustle Fund","SaaS; AI/ML","Seed; Series A"
"Becca Graff","Becca Graff",8ee341f2-6085-4ac4-a451-09ef34f31bea,YES,NO,YES,"https://linkedin.com/in/becca-graff","Administrative Assistant at Initialized","SaaS; AI/ML","Seed; Series A"
"Becca Graff (Initialized)","Initialized Capital",b8123ad3-670e-4219-bd61-d0314ba02f96,YES,YES,NO,"https://linkedin.com/in/becca-graff","Administrative Assistant at Initialized","SaaS; Consumer; Developer Tools; AI/ML","Pre-Seed; Seed"
"Bee Partners","Bee Partners",e7588a2a-81ce-405b-b936-4eabbe80a3c5,YES,NO,YES,"https://linkedin.com/in/bee-partners","Bee Partners is a vc firm focused on Enterprise Software, Minority Founders, Female Founders investing at Pre-Seed stage.","Enterprise Software; Minority Founders; Female Founders","Pre-Seed"
"Bejul Somaia","Bejul Somaia",b0e5e197-79f3-47cc-a934-2c2ba88f07ef,YES,YES,YES,"https://linkedin.com/in/bejul-somaia","Partner at Lightspeed","Enterprise; Consumer; Fintech","Seed; Series A; Series B"
"Bejul Somaia (Lightspeed)","Lightspeed Venture Partners",878ecf3c-1f00-47c5-b942-b1d74a1cf5f1,YES,YES,NO,"https://linkedin.com/in/bejul-somaia","Partner at Lightspeed, focuses on AI, Global/US","Enterprise; Consumer; Fintech","Seed; Series A; Series B"
"Ben Casnocha","Ben Casnocha",ec803ece-38e6-41f8-a65f-a4a5f9d8b236,YES,YES,YES,"https://linkedin.com/in/ben-casnocha","General Partner at Village Global","technology","seed; series_a"
"Ben Casnocha (Village Global)","Ben Casnocha (Village Global)",ecf7e15d-9fcc-44ca-8cef-2a5f3f2f7e3b,YES,YES,YES,"https://linkedin.com/in/ben-casnocha","General Partner at Village Global","technology","seed; series_a"
"Ben CasnochaGeneral (Villageglobal)","Ben CasnochaGeneral (Villageglobal)",afcc89c6-73a4-4305-83e2-3644212ed33a,YES,YES,YES,"https://linkedin.com/in/ben-casnochageneral","","SaaS; AI/ML","Seed; Series A"
"Ben Hartheimer (North Pond Ventures)","Ben Hartheimer (North Pond Ventures)",42c7d80f-c47a-42a3-840f-adfa6e850a17,YES,YES,YES,"https://linkedin.com/in/ben-hartheimer","Senior Associate, Portfolio Operations","SaaS; AI/ML","Seed; Series A"
"Ben Hartheimer Senior (Northpondventures)","Ben Hartheimer Senior (Northpondventures)",beb4e5f2-d6af-4798-8cfd-6dd629ba2aae,YES,YES,YES,"https://linkedin.com/in/ben-hartheimer-senior","","SaaS; AI/ML","Seed; Series A"
"Ben Horowitz","Ben Horowitz",6a0abbab-2b8c-412d-b59a-7c63f910258b,YES,YES,YES,"https://linkedin.com/in/ben-horowitz","Co-founder and General Partner at Andreessen Horowitz","AI/ML; Crypto; SaaS; Consumer","Seed; Series A; Series B; Growth"
"Ben Lerer","Ben Lerer",ccef41f0-9c44-4931-9bd7-d8b30c01a53b,YES,YES,YES,"https://linkedin.com/in/ben-lerer","Managing Partner at Lererhippeau since 2010","SaaS; AI/ML","Seed; Series A"
"Ben Lerer (Lerer Hippeau)","Ben Lerer (Lerer Hippeau)",c580f5d2-1fa0-4342-81d4-d01b121148be,YES,YES,YES,"https://linkedin.com/in/ben-lerer","Managing Partner at Lerer Hippeau since 2010","Generalist","Seed"
"Ben Paull","Ben Paull",56964186-7753-481f-a234-467ec6f5ce16,YES,YES,YES,"https://linkedin.com/in/ben-paull","Team Member at Ribbitcap","SaaS; AI/ML","Seed; Series A"
"Ben Paull (Ribbit Capital)","Ben Paull (Ribbit Capital)",8497f57c-6777-4a5e-b004-3195867dd5d2,YES,NO,YES,"https://linkedin.com/in/ben-paull","Ben Paull (Ribbit Capital) is a vc firm focused on technology investing at seed and series_a stage.","technology","seed; series_a"
"Benjamin Kim","Benjamin Kim",6f58e9a7-577c-4d65-9126-b08e93fb0f44,YES,YES,YES,"https://linkedin.com/in/benjamin-kim","Partner at Playground","SaaS; AI/ML","Seed; Series A"
"Bessemer","Bessemer",1ac44c3b-d643-4b95-8be6-7968ef3f7361,YES,YES,YES,"","Venture capital firm","SaaS; Cloud; Healthcare","Seed; Series A; Series B; Growth"
"Bessemer Venture (Bvp)","Bessemer Venture Partners",536bf4f4-bceb-4ab1-b563-1fd633b4b621,YES,YES,NO,"https://linkedin.com/in/bessemer-venture","Bessemer Venture is a partner at Bessemer Venture Partners. Multi-stage in cloud, consumer, healthcare, space","AI; SaaS; Healthcare","Seed; Series A"
"Bessemer Venture Partners","Bessemer Venture Partners",94482fe0-a496-4e29-a5d8-698ea5a6f5d1,YES,YES,NO,"https://linkedin.com/in/bessemer-venture-partners","Respected VC firm with a focus on SaaS and cloud computing.","technology; SpaceTech; SaaS; Defense; AI/ML","seed; series_a"
"Betaworks","Betaworks",e8c6c187-25a5-41eb-8fb8-501ce2e35411,YES,YES,NO,"https://linkedin.com/in/betaworks","","AI; SaaS; Consumer Internet","Seed; Series A"
"Betaworks Ventures","Betaworks Ventures",ea7a7157-48a3-40f8-807c-2e69ec170255,YES,NO,YES,"https://linkedin.com/in/betaworks-ventures","Betaworks Ventures is a vc firm focused on Consumer Software, Minority Founders, Female Founders investing at Pre-Seed and Seed stage.","Consumer Software; Minority Founders; Female Founders","Pre-Seed; Seed"
"Beth Teplitsky","Beth Teplitsky",20a80296-22a6-4696-90a2-6e6cdfa69205,YES,YES,YES,"","Partner","SaaS; AI/ML","Seed; Series A"
"Better Tomorrow Ventures","Better Tomorrow Ventures",063596ac-f00f-4efa-9931-c8424bba9f27,YES,YES,YES,"https://linkedin.com/in/better-tomorrow-ventures","Venture capital firm investing in FinTech and financial services","SaaS; AI/ML","Seed; Series A"
"Better Ventures","Better Ventures",4c62bd20-0a59-4a6b-b611-8321117687c2,YES,NO,YES,"https://linkedin.com/in/better-ventures","Better Ventures is a vc firm focused on Minority Founders, Female Founders, Social Impact investing at Pre-Seed and Seed stage.","Minority Founders; Female Founders; Social Impact; Health","Pre-Seed; Seed"
"Bezos PlaybookThe management","Bezos PlaybookThe management",cf387bf6-8e80-458d-862e-622487a67dec,YES,NO,YES,"","Discovered from: https://www.generalist.com/","Technology","Seed; Series A"
"BIG Capital","BIG Capital",e54a879a-7641-43e4-9712-5499957f9ba7,YES,NO,YES,"","BIG Capital is a venture capital firm focused on SaaS investing at Seed and Series A stage.","SaaS","Seed; Series A"
"Big Idea Ventures","Big Idea Ventures",6e8f0657-66a8-4e67-95db-0519afd0a32b,YES,YES,YES,"https://linkedin.com/in/big-idea-ventures","","Food/Beverage","Pre-Seed"
"Bijan Sabet","Bijan Sabet",4ceadfee-696d-4b08-8dd0-e4ac8d75a502,YES,YES,YES,"https://linkedin.com/in/bijan-sabet","Partner at Spark Capital","SaaS; Consumer; Fintech","Seed; Series A; Series B"
"Bijan Sabet (Spark Capital)","Bijan Sabet (Spark Capital)",126a8361-1eb2-46c6-912c-677b044e970c,YES,YES,YES,"https://linkedin.com/in/bijan-sabet","Emeritus partner at Spark Capital","SaaS; Consumer; Fintech","Seed; Series A; Series B"
"Bill Coughran","Bill Coughran",e6a74038-eaee-4ff3-8c09-96d6f5efb5bd,YES,YES,YES,"https://linkedin.com/in/bill-coughran","Sequoia Capital Partner focused on Seed/Early stage investments","SaaS; AI/ML","Seed; Series A"
"Bill Coughran (Sequoiacap)","Sequoia Capital",122bf1ca-8458-4cfb-8720-7199d3f0feff,YES,YES,NO,"https://linkedin.com/in/bill-coughran","Seed/Early stage investor at Sequoia Capital","AI/ML; SaaS; Consumer; Fintech; Enterprise","Seed; Series A; Series B; Growth"
"Bill Elfers","Bill Elfers",3bf061b7-f253-4526-9442-1383b90b2215,YES,YES,YES,"https://linkedin.com/in/bill-elfers","Founding Partner at Greylock","Enterprise; SaaS; Consumer","Seed; Series A; Series B"
"Bill Elfers (Greylock)","Greylock Partners",35b75c55-81ce-4772-8506-0df71c47e08a,YES,YES,NO,"https://linkedin.com/in/bill-elfers","Bill Elfers is a partner at Greylock Partners. Focus on consumer, enterprise, and crypto at Series A+","Enterprise; SaaS; Consumer","Seed; Series A; Series B"
"Bill Gurley","Benchmark",534b9cf5-a9f7-41ed-b3c0-09614d108218,YES,YES,NO,"https://linkedin.com/in/bgurley","Led investments in Uber, OpenTable, Zillow, GrubHub, Nextdoor, Stitch Fix.","marketplace; consumer; saas; infrastructure; Enterprise","series_a; series_b"
"Bill Hinman (A16zcrypto)","Andreessen Horowitz",2bf738b5-94d1-44ab-b2f0-99c725d737db,YES,YES,NO,"https://linkedin.com/in/bill-hinman","Bill Hinman is a partner at Andreessen Horowitz. Invests in software eating the world - consumer, enterprise, crypto, bio across all stages","AI/ML; Crypto; SaaS; Consumer; Defense; Robotics","Seed; Series A; Series B; Growth"
"Bill Kaiser","Bill Kaiser",faa11a64-40dc-4f59-84f1-60b2153a492e,YES,YES,YES,"https://linkedin.com/in/bill-kaiser","Emeritus Partner at Greylock","Enterprise; SaaS; Consumer","Seed; Series A; Series B"
"Bill Kaiser (Greylock)","Greylock Partners",69a34cc5-d870-4a42-9253-cd3b45cd5782,YES,YES,NO,"https://linkedin.com/in/bill-kaiser","Bill Kaiser is a partner at Greylock Partners. Focus on consumer, enterprise, and crypto at Series A+","Enterprise; SaaS; Consumer","Seed; Series A; Series B"
"Bill Maris","Bill Maris",2db1b97d-cf8d-456f-a2fe-c01279a5bf60,YES,YES,YES,"https://linkedin.com/in/bill-maris","Founder of Section 32","SaaS; AI/ML","Seed; Series A"
"Bill Payne","Bill Payne",b0dcb68e-01a5-4f6b-be8c-1c778d0fcf2c,YES,YES,YES,"https://linkedin.com/in/bill-payne","Part of ACA Angel University","SaaS; AI/ML","Seed; Series A"
"Bill Trenchard","Bill Trenchard",2c836f2b-469a-4611-91b4-dfd1f41d119f,YES,NO,YES,"https://linkedin.com/in/bill-trenchard","Bill Trenchard is a angel investor focused on AI, SaaS, Consumer investing at Seed and Series A stage.","AI; SaaS; Consumer","Seed; Series A"
"Bill Trenchard (First Round)","First Round Capital",ddd7d135-c021-44d5-9235-500472232547,YES,YES,NO,"https://linkedin.com/in/bill-trenchard","Bill Trenchard is a partner at First Round Capital. Seed-stage investor helping entrepreneurs build remarkable companies","SaaS; Consumer; Enterprise","Pre-Seed; Seed"
"Bio Carol Suh (Archventure)","Bio Carol Suh (Archventure)",1f95e028-69c8-46d4-b4c9-603fbd5aa0ea,YES,YES,YES,"https://linkedin.com/in/bio-carol-suh","","SaaS; AI/ML","Seed; Series A"
"Bio Clinton Bybee (Archventure)","Bio Clinton Bybee (Archventure)",72884a31-7b73-4eef-82df-199eb55b5cf0,YES,YES,YES,"https://linkedin.com/in/bio-clinton-bybee","","SaaS; AI/ML; HealthTech; Biotech","Seed; Series A"
"Bio Corey Ritter (Archventure)","Bio Corey Ritter (Archventure)",c3b2e595-23bd-45c8-b3ce-b12e997a76b5,YES,NO,YES,"https://linkedin.com/in/bio-corey-ritter","Bio Corey Ritter is an investor at Archventure focused on SaaS, AI/ML investing at Seed and Series A stage.","SaaS; AI/ML","Seed; Series A"
"Bio Jake Bauer (Archventure)","Bio Jake Bauer (Archventure)",b34c3c8a-05f7-4701-b072-c055f3093f1d,YES,YES,YES,"https://linkedin.com/in/bio-jake-bauer","","SaaS; AI/ML","Seed; Series A"
"Bio Keith Crandell (Archventure)","Bio Keith Crandell (Archventure)",e213bd4b-db6c-49d3-b17f-2bf42d3e1c1a,YES,YES,YES,"https://linkedin.com/in/bio-keith-crandell","","SaaS; AI/ML; HealthTech; Biotech","Seed; Series A"
"Bio Keith Lenden (Archventure)","Bio Keith Lenden (Archventure)",590183fa-519f-4706-b910-a02a5eef2e48,YES,YES,YES,"https://linkedin.com/in/bio-keith-lenden","","SaaS; AI/ML","Seed; Series A"
"Bio Kristen Rocca (Dcvc)","DCVC",6c97775a-c53f-4480-9ece-2d7f396c1d3b,YES,YES,NO,"https://linkedin.com/in/bio-kristen-rocca","Bio Kristen Rocca is a partner at DCVC. Deep tech in AI, biology, materials, energy, space","AI/ML; SaaS; Fintech; Biotechnology; Robotics; DeepTech; SpaceTech; Materials; Climate","Seed"
"Bio Patrick Weiss (Archventure)","Bio Patrick Weiss (Archventure)",fac0e9e7-6876-4775-a9da-a3a68c4517d5,YES,YES,YES,"https://linkedin.com/in/bio-patrick-weiss","","SaaS; AI/ML; HealthTech; Biotech","Seed; Series A"
"Bio Robert Nelsen (Archventure)","Bio Robert Nelsen (Archventure)",04266bf0-2dfb-4ae7-b3ee-7dbef1dda376,YES,YES,YES,"https://linkedin.com/in/bio-robert-nelsen","","SaaS; AI/ML; HealthTech; Biotech","Seed; Series A"
"Bio Sean Kendall (Archventure)","Bio Sean Kendall (Archventure)",67860b43-a8dd-41d3-a0ee-84fbeef89179,YES,YES,YES,"https://linkedin.com/in/bio-sean-kendall","","SaaS; AI/ML","Seed; Series A"
"Bio Spencer Punter (Dcvc)","DCVC",6d6ef414-3a3b-401e-823d-b4b1121ee561,YES,YES,NO,"https://linkedin.com/in/bio-spencer-punter","Bio Spencer Punter is a partner at DCVC. Deep tech in AI, biology, materials, energy, space","AI/ML; SaaS; Fintech; Biotechnology; Robotics","Seed"
"Bio Steve Lazarus (Archventure)","Bio Steve Lazarus (Archventure)",07a8ce51-bbe9-4890-9cd1-5bccd0e656f6,YES,YES,YES,"https://linkedin.com/in/bio-steve-lazarus","","SaaS; AI/ML; HealthTech; Biotech","Seed; Series A"
"Black Jays Investments","Black Jays Investments",c05508b7-8cc6-4363-bb2f-0e2b01ec5652,YES,YES,NO,"https://linkedin.com/in/black-jays-investments","","AI; SaaS; HealthTech","Seed; Series A"
"Blackstone","Blackstone",743e8993-427a-4b0c-a370-2fe2414b17fb,YES,YES,YES,"https://linkedin.com/in/blackstone","PE firm mentioned in holiday content","SaaS; AI/ML","Seed; Series A"
"Blackstone Capital Partners","Blackstone Capital Partners",0cdcecc0-b30b-45d9-ae4b-bd946b1739f5,YES,NO,YES,"","Blackstone Capital Partners is a venture capital firm focused on SaaS investing at Seed and Series A stage.","SaaS","Seed; Series A"
"Blake Bartlett","Blake Bartlett",0011d354-b80c-4d1f-9fa5-2ba68827f225,YES,YES,YES,"https://linkedin.com/in/blake-bartlett","Partner at Insight Partners","SaaS; Enterprise","Series B; Growth"
"Blake Wu","Blake Wu",d4fbc116-31e9-428c-a202-8e93d6e19b12,YES,NO,YES,"https://linkedin.com/in/blake-wu","Blake Wu is a angel investor focused on SaaS, AI/ML investing at Seed and Series A stage.","SaaS; AI/ML","Seed; Series A"
"Blake Wu (Nea)","New Enterprise Associates",8c277636-7e30-4a4a-a767-29b6e878641e,YES,YES,NO,"https://linkedin.com/in/blake-wu","Blake Wu is a partner at New Enterprise Associates. Stage-agnostic across technology and healthcare","Healthcare; Enterprise; Consumer; SaaS; HealthTech; FinTech","Seed; Series A; Series B; Growth"
"blockchain group","blockchain group",87b156f9-1a99-46ea-97e8-9bf3ad6111c8,YES,YES,YES,"","","SaaS; AI/ML",""
